frame,p_complete,p_incomplete,p_interception,leader,separation,receiver_to_catch_point,projected_separation_at_catch,ball_to_receiver,receiver_y,closing_speed,defender_to_catch_point,receiver_speed,receiver_x,receiver_defender_speed_diff,ball_z,ball_y,defender_can_arrive,second_defender_dist,receiver_will_arrive_first,ball_x,defender_speed,defender_alignment,receiver_alignment,time_remaining,delta_complete,delta_incomplete,delta_interception
10,0.7399139052461431,0.20833274063575868,0.0517533541180977,complete,3.716517186829629,14.725267106074085,4.173352273852905,16.534127380529256,13.47,-0.8947982832337598,18.30515679774492,9.355746896961264,76.78,1.0358911289806478,11.856707142857141,19.38750017983574,0.0,20.0,1.0,61.3410699898856,8.319855767980616,-0.42701631326408906,-0.32658298385898726,1.7,0.001021109066364656,0.001790991828452243,-0.002812100894817031
11,0.7681395129011642,0.19582032354197657,0.03604016355685882,complete,3.8071774321667777,13.770446557233823,3.837195810993771,15.654056822865215,13.3,-0.9066024533714856,17.453778148099598,9.552486587271376,77.72,1.037793404308193,12.110171428571427,18.91000019618444,0.0,20.0,1.0,63.10571271623883,8.514693182963184,-0.4215294135443542,-0.32108366554030576,1.6,0.028225607655021134,-0.012512417093782119,-0.015713190561238877
12,0.785865394525874,0.18119926109789425,0.0329353443762314,complete,3.880682929588559,12.825584016051504,3.6792489537652306,14.7646575521553,13.13,-0.7350549742178147,16.592627217212254,9.45409963983886,78.65,0.8418989919207824,12.256535714285713,18.432500212533146,0.0,20.0,1.0,64.87035544259206,8.612200647918078,-0.4185961735212944,-0.32057398159369344,1.5,0.017725881624709783,-0.014621062444082317,-0.0031048191806274245
13,0.8036436685570734,0.16851531012373036,0.027841021319195913,complete,3.951012528453936,11.862441252005777,3.383618634102932,13.890338360212958,12.97,-0.7032959886537693,15.711918547464254,9.63379468330096,79.6,0.8264114169726486,12.2958,17.95500022888185,0.0,20.0,1.0,66.6349981689453,8.807383266328312,-0.4136336290869197,-0.3056868298304061,1.4,0.01777827403119936,-0.012683950974163888,-0.005094323057035485
14,0.8251139027838811,0.15065452413588104,0.02423157308023749,complete,4.007692602982422,10.917734170809041,3.3836186341029353,13.00094690986567,12.8,-0.5668007452848567,14.83121339995247,9.45409963983886,80.53,0.6467163735105537,12.227964285714283,17.47750024523055,0.0,20.0,1.0,68.39964089529853,8.807383266328307,-0.4131776276683796,-0.31589641239738053,1.3,0.021470234226807716,-0.01786078598784932,-0.0036094482389584237
15,0.8336743513392035,0.14738835817812795,0.01893729048266806,complete,4.04816007588632,9.974528880225842,3.234327771301975,12.10796476626255,12.64,-0.4046747290389785,13.938665555572577,9.43663075467079,81.46,0.5097051920820235,12.05302857142857,17.000000261579256,0.0,20.0,1.0,70.16428362165178,8.926925562588767,-0.4199086080642581,-0.30330627311935143,1.2,0.008560448555322453,-0.0032661659577530866,-0.005294282597569429
16,0.7947006787322757,0.18658567641402732,0.018713644853696507,complete,4.061489874418,9.039996309533556,2.9806170501913356,11.209268440983562,12.47,-0.1332979853168048,13.024515506571477,9.355746896961264,82.38,0.21134970523779018,11.77099285714286,16.52250027792796,0.0,20.0,1.0,71.928926348005,9.144397191723474,-0.4235803472528247,-0.31063203762921165,1.1,-0.038973672606927856,0.039197318235899364,-0.0002236456289715534
17,0.7768371650420447,0.19931374559188125,0.02384908936607335,complete,4.050802389650728,8.125542444896636,2.8868804451947674,10.291971875993108,12.3,0.10687484767272437,12.102644791772725,9.15914843203237,83.28,-0.060396025260430974,11.381857142857143,16.04500029427666,0.0,20.0,1.0,73.69356907435824,9.219544457292802,-0.4108230008780805,-0.308667675634821,1.0,-0.01786351369023098,0.012728069177853935,0.005135444512376842
18,0.8040349060611507,0.16852301490212263,0.027442079036726102,complete,4.024027832905732,7.212658785919242,2.77345984806369,9.371091066283894,12.14,0.26774556744995515,11.168975683254176,9.141115905621207,84.18,-0.19804893926733413,10.88562142857143,15.567500310625368,1.0,20.0,1.0,75.45821180071147,9.339164844888542,-0.41654150353927166,-0.2925144567744727,0.9,0.027197741019105992,-0.030790730689758627,0.0035929896706527534
19,0.8579764976239775,0.11858443776935379,0.02343906460666815,complete,3.956677899450501,6.32000422103459,2.5841402689442394,8.431663607955961,11.98,0.6734993345523099,10.213761541472504,8.944271909999115,85.06,-0.6124011512706158,10.282285714285713,15.09000032697407,1.0,20.0,1.0,77.22285452706471,9.55667306126973,-0.4190263678968649,-0.2882825736927444,0.8,0.05394159156282685,-0.049938577132768835,-0.004003014430057954
20,0.8942946773815543,0.09029411615680184,0.015411206461643227,complete,3.8740805360756214,5.446830253309063,2.584140268944125,7.477539869883134,11.81,0.8259736337487977,9.258640928289754,8.76641317757724,85.92,-0.7902598836926327,9.571849999999994,14.612500343322774,1.0,20.0,1.0,78.98749725341796,9.556673061269873,-0.4160062959760431,-0.2902247605848706,0.7,0.036318179757576785,-0.028290321612551947,-0.008027858145024921
21,0.9168431524744067,0.07282853907259892,0.010328308452993915,complete,3.788429753869012,4.575802252466275,2.584140268944224,6.519994111273437,11.65,0.8565078220660949,8.3036461179377,8.74757109145161,86.78,-0.8091019698181263,8.75431428571428,14.135000359671476,1.0,20.0,1.0,80.75213997977119,9.556673061269736,-0.412285204208874,-0.263920582686295,0.6,0.022548475092852405,-0.01746557708420292,-0.005082898008649313
22,0.9289129948986299,0.06246571338708316,0.008621291714286421,complete,3.6714710948065443,3.7171188596264417,2.46482896130443,5.549756658351384,11.5,1.169586590624676,7.329177717272632,8.631338250815979,87.63,-1.1200719036181201,7.82967857142857,13.657500376020183,1.0,20.0,1.0,82.51678270612442,9.7514101544341,-0.4037366876770146,-0.23438656470597352,0.5,0.012069842424223154,-0.010362825685515761,-0.0017070167387074932
23,0.931001023502665,0.060397113861311504,0.008601862636022866,complete,3.5459413418724237,2.8617440418729045,2.459854031088317,4.572103434899638,11.37,1.255297529341206,6.3531136602413145,8.59883713068235,88.48,-1.1756193759475995,6.7979428571428535,13.180000392368886,1.0,20.0,1.0,84.28142543247765,9.77445650662995,-0.40588895928819724,-0.1856328200278144,0.4,0.0020880286040351193,-0.0020685995257716597,-1.9429078263554986e-05
24,0.9344134524912722,0.05922745578027387,0.0063590917284533175,complete,3.412037514447916,2.020219105086743,2.459854031088317,3.5857408085526785,11.24,1.3390382742450768,5.377551519839112,8.499999999999892,89.32,-1.2744565066300577,5.659107142857145,12.702500408717588,1.0,20.0,1.0,86.04606815883089,9.77445650662995,-0.39638393093861146,-0.13824891789126245,0.3,0.0034124289886071635,-0.001169658081037632,-0.002242770907569549
25,0.9420554886028147,0.05283064835364314,0.005113863043541623,complete,3.264659247149689,1.188272479530378,2.4299757352673588,2.5919462332169716,11.13,1.473782672982269,4.39294520684533,8.471717653463232,90.16,-1.3999590025055397,4.413171428571424,12.225000425066291,1.0,20.0,1.0,87.81071088518414,9.871676655968772,-0.38071503494887954,-0.01211837226723232,0.2,0.007642036111542572,-0.006396807426630728,-0.0012452286849116943
26,0.9487115041392709,0.047872536666952306,0.0034159591937770314,complete,3.107571399018856,0.4243791421165963,2.4299757352673588,1.5862002672490856,11.03,1.5708784813083332,3.4098203518905166,8.36002392341073,90.99,-1.511652732558039,3.060135714285707,11.747500441414994,1.0,20.0,1.0,89.57535361153737,9.871676655968768,-0.35929161645941665,0.4628215532492953,0.1,0.006656015536456117,-0.004958111686690837,-0.0016979038497645918
27,0.9568651695779546,0.041902989242900764,0.001231841179144576,complete,2.9535741060620015,0.590765512707772,2.420946537632535,0.590765512707772,10.94,1.5399729295685427,2.420946537632535,8.448076704197268,91.83,-1.4982794124920282,1.6000000000000014,11.2700004577637,1.0,20.0,1.0,91.3399963378906,9.946356116689296,-0.31283695029823233,0.6437818195000986,0.0,0.008153665438683788,-0.0059695474240515425,-0.0021841180146324555
